Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type,Listening Time (Morning/Afternoon/Night),Discover Weekly Engagement (%),Repeat Song Rate (%)
17,India,Deezer,Country,519,494,Drake,Premium,Afternoon,39.31,42.47
13,France,YouTube,Metal,594,410,Bad Bunny,Free,Morning,76.68,19.45
23,Germany,Amazon Music,EDM,546,156,Adele,Premium,Night,35.92,62.89
58,USA,Tidal,Jazz,361,442,Dua Lipa,Free,Morning,62.6,30.32
51,Canada,Apple Music,R&B,143,39,Post Malone,Premium,Morning,52.88,32.53
38,France,Amazon Music,Classical,321,53,Drake,Free,Afternoon,66.59,27.82
57,Japan,Amazon Music,Pop,108,335,Adele,Free,Afternoon,63.32,40.1
37,India,Amazon Music,Classical,126,473,Dua Lipa,Free,Night,51.98,78.42
57,UK,YouTube,R&B,317,271,Dua Lipa,Free,Night,18.95,36.8
60,South Korea,YouTube,Jazz,265,53,The Weeknd,Free,Afternoon,86.47,72.16
22,Germany,Spotify,Classical,474,162,BTS,Premium,Afternoon,53.48,11.06
18,USA,Amazon Music,R&B,243,371,Ed Sheeran,Free,Night,23.92,68.04
30,Japan,Tidal,Reggae,149,489,The Weeknd,Free,Morning,13.45,12.53
54,Germany,Tidal,R&B,404,304,Ed Sheeran,Premium,Night,59.69,50.4
22,Japan,Tidal,Metal,263,202,Adele,Free,Morning,28.75,56.54
33,Brazil,Spotify,Rock,333,307,Ed Sheeran,Free,Night,59.39,10.72
17,France,YouTube,Pop,543,40,Taylor Swift,Free,Morning,17.3,11.82
37,India,Deezer,Reggae,82,364,BTS,Free,Afternoon,15.22,34.48
57,Japan,Tidal,Classical,214,232,Taylor Swift,Premium,Night,44.31,37.13
20,Canada,Tidal,Metal,98,407,The Weeknd,Free,Afternoon,59.72,39.87
27,Canada,Deezer,Country,564,226,The Weeknd,Premium,Afternoon,80.02,69.23
20,UK,YouTube,Reggae,467,494,Ed Sheeran,Free,Morning,60.42,15.37
21,Canada,Spotify,Jazz,186,449,Bad Bunny,Premium,Afternoon,25.07,52.38
14,Canada,Tidal,Jazz,169,392,Post Malone,Premium,Afternoon,11.52,21.3
57,Brazil,Tidal,Pop,200,412,Dua Lipa,Premium,Morning,59.78,17.61
19,UK,Apple Music,Reggae,525,422,The Weeknd,Free,Afternoon,11.76,76.96
30,Japan,Apple Music,Reggae,351,38,Dua Lipa,Premium,Night,46.07,54.98
32,France,Deezer,Classical,420,210,BTS,Free,Morning,62.43,33.64
47,Australia,Amazon Music,EDM,504,445,Drake,Premium,Afternoon,67.71,8.12
37,Australia,Apple Music,Country,445,235,Post Malone,Premium,Afternoon,84.49,19.99
17,Brazil,Spotify,EDM,403,97,The Weeknd,Free,Afternoon,82.32,55.74
35,South Korea,Spotify,Metal,416,36,Post Malone,Premium,Morning,66.1,24.85
30,Australia,Spotify,Country,298,1,Taylor Swift,Free,Afternoon,62.22,72.75
30,Australia,Deezer,Reggae,573,74,Dua Lipa,Premium,Night,16.61,21.52
40,USA,Deezer,Reggae,539,59,The Weeknd,Free,Morning,66.67,64.02
17,Germany,Tidal,Classical,503,69,The Weeknd,Free,Night,71.52,76.41
50,Canada,Tidal,Jazz,420,50,Dua Lipa,Free,Night,38.21,40.74
27,Germany,Tidal,Reggae,87,225,Bad Bunny,Free,Afternoon,89.48,16.41
17,Japan,YouTube,Reggae,158,280,Drake,Free,Morning,34.74,78.61
45,India,YouTube,Reggae,493,116,Dua Lipa,Premium,Night,11.56,24.31
27,Germany,Tidal,Hip-Hop,164,267,Post Malone,Premium,Morning,41.29,15.28
18,UK,Tidal,Hip-Hop,451,396,BTS,Premium,Morning,79.26,18.78
44,UK,Apple Music,R&B,477,351,Taylor Swift,Premium,Night,73.76,49.19
17,South Korea,Amazon Music,Hip-Hop,568,162,BTS,Premium,Afternoon,38.53,27.39
13,Japan,Spotify,Metal,393,412,Bad Bunny,Premium,Afternoon,67.77,59.27
55,UK,YouTube,Jazz,541,410,Billie Eilish,Premium,Morning,28.74,75.56
25,UK,Apple Music,EDM,497,155,Taylor Swift,Premium,Night,50.25,57.17
52,Germany,Deezer,EDM,177,50,Drake,Free,Afternoon,44.23,13.6
29,India,YouTube,Pop,364,400,Adele,Premium,Afternoon,22.18,25.39
41,India,Amazon Music,Hip-Hop,546,56,Dua Lipa,Free,Night,53.2,56.13
54,Canada,Tidal,Hip-Hop,269,136,Ed Sheeran,Free,Night,87.41,70.14
43,Brazil,Amazon Music,Classical,325,152,BTS,Premium,Morning,29.89,67.69
20,South Korea,Tidal,Rock,399,202,Post Malone,Free,Afternoon,21.51,77.87
48,South Korea,Spotify,Hip-Hop,333,379,BTS,Premium,Afternoon,87.63,35.01
57,UK,YouTube,Rock,235,77,Dua Lipa,Free,Night,12.02,59.42
24,USA,Deezer,Classical,156,413,Billie Eilish,Free,Afternoon,66.15,6.84
29,India,Amazon Music,Jazz,434,242,Taylor Swift,Free,Morning,10.38,56.83
41,Canada,YouTube,Classical,278,464,Dua Lipa,Free,Morning,18.1,14.05
18,South Korea,Amazon Music,Rock,415,17,Post Malone,Free,Afternoon,84.06,16.55
47,India,Spotify,Metal,58,246,Dua Lipa,Free,Night,58.37,68.22
42,Germany,Deezer,Reggae,563,59,BTS,Premium,Morning,61.57,9.87
20,USA,Amazon Music,Rock,200,314,Taylor Swift,Premium,Morning,80.44,9.14
32,USA,Amazon Music,Pop,258,417,Ed Sheeran,Free,Morning,16.62,41.23
13,Japan,YouTube,Hip-Hop,584,201,BTS,Premium,Night,87.59,26.63
32,Canada,Deezer,Country,179,315,BTS,Premium,Morning,59.18,51.53
60,UK,Tidal,Hip-Hop,177,440,Bad Bunny,Free,Night,37.98,20.63
37,USA,Apple Music,Rock,238,51,Bad Bunny,Free,Morning,55.01,27.66
38,France,Amazon Music,Reggae,472,171,Post Malone,Premium,Afternoon,54.23,37.09
47,Japan,YouTube,Rock,462,407,Dua Lipa,Premium,Morning,89.58,63.91
15,Australia,Spotify,Hip-Hop,318,409,Post Malone,Free,Afternoon,36.18,35.05
57,Brazil,YouTube,R&B,49,207,The Weeknd,Free,Night,65.27,71.22
48,Australia,Apple Music,EDM,77,123,Post Malone,Free,Afternoon,78.6,53.02
46,Germany,Amazon Music,Country,21,49,Bad Bunny,Premium,Afternoon,22.97,16.59
39,South Korea,Tidal,Classical,458,487,Billie Eilish,Free,Afternoon,65.36,22.2
55,India,Tidal,Rock,10,6,BTS,Free,Night,84.4,54.76
23,South Korea,YouTube,Hip-Hop,594,251,Taylor Swift,Free,Morning,31.92,26.39
56,USA,Deezer,Reggae,254,467,Bad Bunny,Free,Night,26.67,31.23
24,France,Apple Music,EDM,565,389,Bad Bunny,Free,Afternoon,37.23,69.9
52,Australia,Apple Music,Hip-Hop,373,2,Adele,Premium,Morning,55.28,79.51
23,UK,Tidal,Reggae,71,83,Ed Sheeran,Free,Afternoon,64.14,74.51
15,UK,Deezer,Rock,305,239,Post Malone,Premium,Afternoon,13.58,23.8
46,Germany,Amazon Music,Hip-Hop,380,284,Ed Sheeran,Premium,Night,68.55,76.92
29,UK,YouTube,Metal,275,231,BTS,Free,Afternoon,40.64,10.55
36,France,YouTube,R&B,539,491,Adele,Free,Afternoon,10.09,24.35
21,USA,Amazon Music,Jazz,433,421,Bad Bunny,Free,Afternoon,46.21,62.56
48,India,Deezer,Hip-Hop,455,177,Post Malone,Free,Morning,58.6,63.52
39,Canada,Amazon Music,Hip-Hop,91,324,Post Malone,Free,Morning,55.89,26.4
41,Australia,Amazon Music,Metal,51,221,Drake,Premium,Night,21.91,42.65
13,USA,Apple Music,Classical,44,193,Billie Eilish,Free,Morning,43.17,79.98
14,USA,Spotify,Classical,375,445,Post Malone,Premium,Night,76.99,74.77
45,France,Apple Music,Reggae,580,127,Adele,Premium,Morning,55.04,43.66
22,Canada,Tidal,Country,10,262,Drake,Premium,Night,55.16,45.22
42,France,Deezer,Metal,263,291,Post Malone,Premium,Afternoon,18.47,60.44
29,UK,Apple Music,EDM,260,63,Billie Eilish,Free,Afternoon,71.78,69.88
48,India,Amazon Music,Jazz,303,418,Post Malone,Free,Afternoon,16.88,57.71
39,Canada,Tidal,Pop,247,311,BTS,Free,Morning,32.24,73.9
44,South Korea,YouTube,Reggae,44,110,The Weeknd,Premium,Afternoon,41.96,61.91
56,UK,Apple Music,Hip-Hop,307,127,Drake,Free,Morning,17.65,10.28
20,Brazil,Apple Music,Classical,578,150,Bad Bunny,Premium,Afternoon,26.23,61.41
48,India,YouTube,Jazz,556,132,Adele,Free,Night,39.62,31.37
21,France,Deezer,Jazz,327,96,Taylor Swift,Free,Night,84.86,10.12
55,USA,Apple Music,Reggae,251,440,Taylor Swift,Free,Morning,21.15,59.94
43,Brazil,Spotify,Rock,351,108,Drake,Free,Afternoon,48.15,23.7
47,Australia,Tidal,Hip-Hop,330,38,BTS,Premium,Night,44.02,60.37
48,Australia,Apple Music,Pop,93,418,Bad Bunny,Premium,Night,75.02,7.47
59,South Korea,YouTube,Reggae,166,475,Billie Eilish,Premium,Morning,58.95,23.43
39,South Korea,Deezer,Rock,348,144,BTS,Free,Night,83.87,25.09
19,Canada,YouTube,Jazz,580,146,Dua Lipa,Premium,Morning,68.3,45.62
16,Australia,Amazon Music,Hip-Hop,11,193,Adele,Free,Morning,43.45,67.06
47,UK,Apple Music,Metal,429,103,BTS,Premium,Night,73.41,25.39
14,Canada,YouTube,Rock,431,31,The Weeknd,Premium,Night,76.51,44.62
30,UK,Spotify,Metal,292,31,Drake,Free,Night,78.53,62.56
40,Germany,Spotify,Pop,267,475,Drake,Premium,Afternoon,69.0,10.66
35,Germany,Deezer,Reggae,551,421,Drake,Premium,Afternoon,67.56,36.97
13,South Korea,Deezer,Classical,446,256,Ed Sheeran,Free,Morning,38.68,79.12
38,France,Spotify,Country,330,202,Billie Eilish,Free,Night,64.61,39.18
42,India,YouTube,Jazz,466,146,Billie Eilish,Premium,Afternoon,10.14,29.68
21,Brazil,Spotify,Reggae,122,409,The Weeknd,Free,Afternoon,49.67,28.45
31,Japan,Amazon Music,Pop,539,87,The Weeknd,Premium,Night,46.95,27.36
13,UK,Tidal,Rock,492,410,Post Malone,Free,Morning,12.51,17.7
32,Canada,Tidal,Jazz,57,4,Post Malone,Free,Morning,22.28,10.95
20,France,Tidal,Jazz,443,278,Ed Sheeran,Free,Afternoon,28.54,16.61
23,Brazil,Spotify,EDM,135,378,BTS,Free,Afternoon,63.69,48.04
15,Brazil,YouTube,Pop,428,48,The Weeknd,Free,Afternoon,60.65,63.25
27,India,Amazon Music,Jazz,533,60,Post Malone,Free,Night,78.26,19.5
52,France,Tidal,Rock,599,422,BTS,Premium,Night,49.22,7.01
32,Brazil,Amazon Music,Reggae,366,381,Adele,Premium,Afternoon,36.61,64.03
47,Germany,Deezer,Metal,76,449,BTS,Premium,Afternoon,58.93,34.06
43,India,YouTube,EDM,332,411,BTS,Free,Afternoon,82.05,44.15
27,India,Deezer,Rock,25,162,BTS,Free,Morning,68.46,35.12
54,India,Amazon Music,Rock,367,29,Ed Sheeran,Free,Morning,14.74,73.6
18,USA,Amazon Music,Country,78,159,Dua Lipa,Premium,Morning,76.7,20.43
20,Brazil,YouTube,Classical,551,312,Billie Eilish,Premium,Afternoon,44.38,76.01
18,UK,Tidal,Metal,471,393,Dua Lipa,Premium,Morning,64.07,57.59
52,USA,Spotify,Jazz,587,423,Adele,Premium,Afternoon,58.99,33.83
17,Brazil,Apple Music,Pop,495,200,Taylor Swift,Free,Afternoon,67.76,53.19
51,France,Tidal,Jazz,251,236,Post Malone,Premium,Afternoon,70.99,67.63
57,Brazil,Deezer,Hip-Hop,569,480,Taylor Swift,Free,Night,75.89,60.97
50,India,YouTube,Rock,503,239,Drake,Free,Afternoon,78.72,69.26
44,UK,YouTube,Rock,437,276,Drake,Premium,Night,89.79,12.12
55,Japan,Amazon Music,Country,29,34,Bad Bunny,Free,Afternoon,67.46,5.68
21,Germany,YouTube,Metal,189,129,Ed Sheeran,Premium,Morning,48.31,45.53
47,Japan,Tidal,Pop,130,73,Billie Eilish,Premium,Night,28.97,44.8
31,UK,Amazon Music,Reggae,201,292,Adele,Premium,Afternoon,17.8,75.41
35,South Korea,Spotify,EDM,36,125,Post Malone,Free,Morning,69.27,28.79
21,Brazil,Deezer,Country,516,423,Ed Sheeran,Free,Night,21.27,79.56
21,India,Apple Music,Rock,446,485,BTS,Premium,Morning,20.43,8.42
59,Canada,Amazon Music,Metal,430,388,Dua Lipa,Free,Morning,35.36,32.61
55,Canada,Spotify,Metal,78,184,Ed Sheeran,Premium,Night,87.88,16.57
57,South Korea,Deezer,Reggae,77,259,Taylor Swift,Premium,Afternoon,68.38,16.13
22,Canada,Deezer,Rock,76,497,Ed Sheeran,Free,Afternoon,15.07,75.09
27,India,Tidal,R&B,393,3,Billie Eilish,Premium,Morning,87.42,75.85
60,India,Deezer,R&B,411,425,Taylor Swift,Premium,Morning,32.27,68.3
57,India,YouTube,Reggae,507,125,Drake,Free,Morning,50.52,78.72
47,Brazil,Apple Music,Reggae,290,426,Adele,Premium,Night,73.27,26.07
55,South Korea,YouTube,Hip-Hop,521,131,BTS,Premium,Afternoon,73.97,78.58
39,Australia,Spotify,Reggae,432,188,Ed Sheeran,Free,Night,78.15,62.71
38,Brazil,Spotify,Classical,336,334,Taylor Swift,Free,Night,39.75,16.59
38,Brazil,Deezer,Country,301,422,Ed Sheeran,Premium,Morning,27.75,79.61
46,Germany,Spotify,Country,365,123,Drake,Free,Afternoon,44.14,74.97
55,Canada,YouTube,Metal,92,322,Taylor Swift,Premium,Afternoon,65.04,16.91
27,South Korea,Tidal,Classical,554,260,Ed Sheeran,Free,Afternoon,39.67,45.9
51,Australia,Deezer,EDM,102,291,Dua Lipa,Free,Morning,80.2,65.77
31,Japan,Apple Music,Hip-Hop,284,275,Drake,Premium,Afternoon,83.87,49.91
22,Canada,Deezer,Country,141,240,Taylor Swift,Premium,Afternoon,59.61,55.53
57,Brazil,Tidal,EDM,95,157,Ed Sheeran,Free,Night,87.44,42.48
14,Canada,Tidal,Jazz,116,405,The Weeknd,Premium,Afternoon,38.09,32.46
37,Japan,YouTube,Reggae,442,197,Adele,Free,Night,18.6,53.74
32,Brazil,Deezer,Classical,141,38,Ed Sheeran,Premium,Night,75.85,50.04
36,Japan,YouTube,Metal,247,457,Billie Eilish,Free,Night,10.5,69.3
57,South Korea,Tidal,R&B,238,429,Post Malone,Free,Night,12.83,31.12
18,USA,Deezer,EDM,493,404,Ed Sheeran,Premium,Afternoon,88.52,55.36
31,India,YouTube,Jazz,467,77,Post Malone,Premium,Morning,13.83,25.67
18,Brazil,Amazon Music,Jazz,521,232,Taylor Swift,Premium,Afternoon,88.87,55.66
33,USA,Deezer,R&B,475,279,Bad Bunny,Premium,Afternoon,22.8,58.26
39,Australia,YouTube,Rock,548,363,Bad Bunny,Free,Night,47.21,67.42
36,Canada,Deezer,Reggae,184,235,Billie Eilish,Free,Night,44.11,37.19
34,France,Deezer,R&B,32,120,Bad Bunny,Premium,Morning,17.44,53.74
23,USA,Spotify,EDM,17,399,Billie Eilish,Premium,Morning,82.62,63.02
25,UK,Apple Music,R&B,530,404,Billie Eilish,Free,Morning,82.33,28.11
35,USA,Amazon Music,Classical,67,246,Ed Sheeran,Premium,Night,21.0,26.15
25,France,Apple Music,EDM,332,196,BTS,Free,Night,72.27,15.08
49,Australia,Spotify,Hip-Hop,471,158,Billie Eilish,Free,Afternoon,25.1,17.83
42,India,Deezer,EDM,474,100,The Weeknd,Premium,Night,11.63,44.73
57,South Korea,YouTube,Classical,74,9,Dua Lipa,Premium,Morning,43.69,76.86
41,Brazil,Tidal,Pop,94,455,Drake,Premium,Morning,46.17,71.43
40,Japan,Amazon Music,Pop,475,233,Drake,Premium,Morning,12.06,13.5
28,Japan,Spotify,R&B,474,235,Post Malone,Premium,Afternoon,76.0,66.75
43,Brazil,Apple Music,Jazz,498,167,Post Malone,Free,Night,11.97,27.7
22,Australia,Deezer,Jazz,241,181,Drake,Free,Afternoon,39.86,76.48
41,Germany,Amazon Music,Jazz,462,224,Adele,Free,Afternoon,38.39,48.63
49,Canada,Spotify,Jazz,95,10,Drake,Premium,Morning,26.66,30.02
43,Canada,Tidal,Hip-Hop,435,314,Drake,Free,Night,22.61,32.05
50,South Korea,YouTube,Country,582,209,Dua Lipa,Premium,Morning,61.82,13.11
40,Brazil,Apple Music,Jazz,60,457,Bad Bunny,Premium,Afternoon,34.75,30.08
42,USA,Spotify,Rock,599,345,Ed Sheeran,Free,Afternoon,59.78,57.5
55,India,Amazon Music,Hip-Hop,117,52,Dua Lipa,Free,Morning,15.81,29.1
15,South Korea,Spotify,Jazz,445,160,Adele,Premium,Morning,40.89,34.23
18,Brazil,Spotify,Metal,561,461,Post Malone,Premium,Morning,62.37,66.8
59,USA,Spotify,EDM,275,112,Billie Eilish,Premium,Morning,85.55,18.4
20,UK,Deezer,Reggae,271,160,The Weeknd,Free,Night,19.61,5.87
43,Australia,Tidal,Country,566,454,Post Malone,Free,Afternoon,81.26,71.98
32,Australia,Deezer,Hip-Hop,240,46,Adele,Premium,Morning,33.96,63.78
58,Canada,Amazon Music,EDM,523,492,Bad Bunny,Premium,Night,43.44,24.53
33,France,Apple Music,Jazz,78,131,Adele,Free,Morning,64.33,73.03
46,Canada,Spotify,Rock,550,178,Dua Lipa,Free,Night,41.07,58.03
60,South Korea,Deezer,Rock,380,185,The Weeknd,Free,Afternoon,57.05,9.25
59,USA,Spotify,Hip-Hop,156,272,Drake,Free,Night,76.68,44.99
48,Canada,Spotify,Jazz,417,69,Bad Bunny,Premium,Morning,58.27,48.42
26,USA,YouTube,Pop,196,24,Billie Eilish,Premium,Afternoon,69.26,74.61
41,USA,YouTube,Country,17,335,Taylor Swift,Premium,Morning,56.31,15.65
15,Canada,Amazon Music,Rock,576,408,Billie Eilish,Premium,Night,77.2,30.58
44,UK,YouTube,Classical,234,166,Ed Sheeran,Premium,Night,29.75,47.67
21,Germany,Amazon Music,Rock,276,161,The Weeknd,Premium,Morning,51.75,7.52
46,Japan,YouTube,R&B,114,28,Post Malone,Premium,Morning,41.92,36.64
60,Japan,Amazon Music,Pop,280,215,Drake,Premium,Morning,35.54,38.11
39,South Korea,Apple Music,R&B,412,294,The Weeknd,Free,Afternoon,43.88,63.08
50,Germany,Spotify,Classical,384,394,Post Malone,Premium,Night,11.36,20.55
59,Japan,Apple Music,Jazz,536,461,Billie Eilish,Free,Night,85.74,69.19
58,UK,Spotify,Hip-Hop,426,94,Taylor Swift,Premium,Night,41.31,62.79
47,Canada,Tidal,R&B,128,301,Billie Eilish,Premium,Afternoon,31.96,54.05
44,Germany,Deezer,Pop,529,198,The Weeknd,Premium,Morning,62.65,78.67
37,Canada,Apple Music,EDM,528,135,Adele,Premium,Afternoon,47.67,64.55
46,Germany,Deezer,Rock,559,302,Dua Lipa,Premium,Morning,43.13,39.25
30,India,Amazon Music,Classical,595,435,Taylor Swift,Free,Night,49.22,12.25
46,Germany,YouTube,Classical,110,251,Adele,Premium,Night,33.31,14.61
34,Canada,Deezer,Pop,302,385,Ed Sheeran,Premium,Afternoon,61.72,69.85
47,India,Spotify,Pop,256,134,Bad Bunny,Premium,Afternoon,84.81,73.64
15,South Korea,Amazon Music,Hip-Hop,354,425,Drake,Premium,Morning,86.76,48.81
16,Canada,Spotify,Metal,124,391,The Weeknd,Premium,Night,61.87,27.22
37,South Korea,Apple Music,Rock,171,287,Taylor Swift,Premium,Night,65.5,60.69
56,Japan,Deezer,R&B,505,209,Drake,Free,Night,64.72,41.89
16,Japan,Tidal,R&B,578,123,Ed Sheeran,Premium,Night,36.65,27.58
40,Japan,Deezer,Pop,550,228,Bad Bunny,Free,Afternoon,45.35,28.08
30,Brazil,YouTube,Jazz,537,91,Adele,Free,Morning,50.31,74.93
57,South Korea,Spotify,Metal,109,62,Drake,Free,Morning,69.73,56.94
20,India,Deezer,R&B,61,157,BTS,Free,Night,56.26,30.97
40,India,YouTube,EDM,509,379,Post Malone,Free,Night,23.97,79.7
21,USA,Apple Music,Country,302,363,Dua Lipa,Free,Afternoon,11.48,54.83
24,Germany,Deezer,Country,86,388,Ed Sheeran,Premium,Night,12.06,69.25
50,UK,YouTube,Jazz,119,397,Bad Bunny,Premium,Night,55.23,33.63
31,Germany,Amazon Music,Country,213,1,Post Malone,Premium,Afternoon,87.3,52.23
37,Brazil,YouTube,Rock,179,84,Adele,Premium,Afternoon,89.89,59.74
45,Australia,Apple Music,Hip-Hop,11,167,The Weeknd,Premium,Afternoon,54.82,66.55
33,UK,Deezer,R&B,175,145,Ed Sheeran,Free,Afternoon,73.63,32.02
42,USA,Apple Music,Jazz,128,28,Taylor Swift,Free,Afternoon,84.81,19.55
57,Brazil,Apple Music,Classical,35,132,Drake,Free,Afternoon,49.34,69.19
39,USA,Apple Music,Jazz,17,226,Drake,Premium,Night,82.42,47.58
39,USA,Apple Music,EDM,311,50,Bad Bunny,Free,Morning,33.37,59.29
42,France,Deezer,Hip-Hop,295,111,Drake,Free,Night,41.16,36.01
54,Germany,Amazon Music,Reggae,258,28,Taylor Swift,Free,Morning,31.92,49.44
54,Brazil,Amazon Music,Metal,470,113,The Weeknd,Premium,Afternoon,48.08,23.35
57,Brazil,Apple Music,R&B,376,334,Dua Lipa,Premium,Night,84.49,76.49
27,Canada,Amazon Music,Hip-Hop,42,323,Bad Bunny,Free,Night,25.96,64.55
30,Brazil,Apple Music,Classical,348,175,Post Malone,Free,Morning,33.64,34.9
14,India,Deezer,Metal,450,495,Post Malone,Premium,Night,40.19,24.34
60,UK,Amazon Music,R&B,405,322,Taylor Swift,Premium,Night,15.33,40.76
34,India,Tidal,Rock,447,160,Ed Sheeran,Premium,Night,68.89,30.63
24,UK,Deezer,Rock,78,233,Drake,Premium,Night,63.11,38.92
14,India,Apple Music,Metal,571,129,Post Malone,Premium,Afternoon,41.04,14.69
57,Japan,Apple Music,Reggae,401,372,Ed Sheeran,Premium,Afternoon,32.9,71.58
26,USA,Apple Music,Rock,264,226,Adele,Free,Morning,57.57,53.83
36,South Korea,Tidal,Metal,257,353,Post Malone,Free,Morning,69.06,56.12
45,South Korea,YouTube,Metal,385,425,Post Malone,Premium,Night,83.71,11.68
26,Canada,Deezer,R&B,555,217,Taylor Swift,Free,Afternoon,62.15,76.55
26,Germany,YouTube,Rock,376,230,Ed Sheeran,Premium,Night,42.31,26.07
36,France,Tidal,Classical,135,485,Ed Sheeran,Premium,Night,27.98,47.29
39,USA,Amazon Music,R&B,516,142,Drake,Free,Morning,51.14,37.11
34,South Korea,Apple Music,R&B,196,392,Taylor Swift,Free,Morning,18.74,62.94
31,South Korea,YouTube,Hip-Hop,27,183,Adele,Premium,Afternoon,60.57,46.33
14,USA,YouTube,EDM,537,19,Billie Eilish,Premium,Night,34.35,12.68
59,Australia,Tidal,R&B,105,369,Bad Bunny,Premium,Morning,81.06,74.26
43,UK,Tidal,Country,460,105,Adele,Premium,Afternoon,33.9,32.57
15,Brazil,Apple Music,Metal,87,49,BTS,Premium,Morning,58.54,54.32
31,Japan,Apple Music,R&B,585,236,Drake,Free,Afternoon,63.57,56.36
53,Australia,Deezer,Jazz,176,344,Post Malone,Free,Afternoon,49.03,74.59
16,France,Tidal,Country,478,453,BTS,Premium,Morning,89.99,79.89
46,USA,Tidal,Metal,454,131,Bad Bunny,Premium,Afternoon,48.26,64.48
16,Canada,YouTube,Reggae,269,464,Ed Sheeran,Premium,Night,55.29,51.28
59,France,Apple Music,Country,548,63,Ed Sheeran,Premium,Morning,40.42,9.79
53,Germany,Spotify,Country,188,431,Ed Sheeran,Premium,Night,15.58,39.88
38,France,Spotify,Metal,333,10,Drake,Free,Afternoon,84.45,22.86
54,India,Spotify,Classical,194,256,Drake,Premium,Night,67.02,23.9
14,UK,Spotify,Jazz,87,280,Bad Bunny,Free,Morning,83.47,31.24
24,Japan,Deezer,Hip-Hop,353,208,Billie Eilish,Free,Night,39.99,57.08
21,India,Deezer,Metal,369,93,Bad Bunny,Premium,Morning,77.02,34.23
24,Canada,Amazon Music,Classical,313,310,BTS,Premium,Afternoon,49.83,35.03
53,Japan,Spotify,Pop,409,162,Taylor Swift,Free,Night,44.97,15.68
38,South Korea,Tidal,Metal,282,287,Ed Sheeran,Premium,Morning,53.79,69.08
31,Canada,Tidal,Rock,486,300,Drake,Premium,Night,47.44,15.81
27,India,YouTube,Pop,358,54,BTS,Premium,Afternoon,59.1,44.22
60,France,Spotify,Classical,531,354,Dua Lipa,Premium,Afternoon,72.58,75.2
58,South Korea,YouTube,Jazz,583,174,BTS,Free,Afternoon,51.31,40.38
31,Japan,Spotify,Hip-Hop,534,425,The Weeknd,Premium,Night,43.34,39.29
46,Brazil,Spotify,EDM,27,185,Adele,Premium,Morning,78.62,47.59
20,Australia,Tidal,Classical,470,65,The Weeknd,Premium,Morning,64.6,8.08
47,UK,YouTube,Classical,50,290,Billie Eilish,Premium,Afternoon,11.99,6.12
23,France,Spotify,EDM,329,483,Dua Lipa,Premium,Afternoon,73.98,11.76
60,UK,Deezer,EDM,334,429,Drake,Premium,Morning,58.22,69.86
40,Canada,Apple Music,EDM,550,60,Taylor Swift,Free,Night,74.77,79.16
17,India,Spotify,Hip-Hop,32,237,Drake,Premium,Afternoon,26.09,34.12
23,Canada,YouTube,Reggae,297,381,Taylor Swift,Free,Night,29.82,73.15
18,Canada,Deezer,Country,204,469,The Weeknd,Premium,Afternoon,68.23,7.35
30,USA,Amazon Music,Classical,181,348,Ed Sheeran,Free,Night,36.23,56.33
34,Japan,Spotify,Pop,565,108,Billie Eilish,Free,Afternoon,54.72,64.55
59,France,Amazon Music,Jazz,438,361,Billie Eilish,Premium,Night,42.28,79.47
20,South Korea,Deezer,Pop,154,377,Dua Lipa,Free,Night,81.05,63.88
53,UK,Amazon Music,Hip-Hop,152,408,Post Malone,Premium,Morning,77.24,60.28
36,Australia,Tidal,Jazz,550,153,Post Malone,Free,Night,79.41,18.08
37,India,Apple Music,Country,446,370,Bad Bunny,Premium,Morning,18.66,77.4
27,Germany,YouTube,Rock,48,449,The Weeknd,Free,Afternoon,87.99,61.03
14,South Korea,Spotify,Classical,26,53,Bad Bunny,Free,Afternoon,30.14,58.67
54,Canada,Amazon Music,Reggae,472,490,Taylor Swift,Free,Night,32.96,59.12
20,Japan,Tidal,Classical,307,266,Bad Bunny,Premium,Afternoon,65.61,64.22
52,UK,Spotify,R&B,434,167,Bad Bunny,Free,Night,36.72,9.25
51,India,Apple Music,Reggae,224,453,Bad Bunny,Premium,Night,88.7,25.97
53,Brazil,Tidal,Rock,471,309,Ed Sheeran,Free,Afternoon,34.26,53.46
28,South Korea,Tidal,R&B,267,486,Dua Lipa,Premium,Morning,13.93,69.82
27,Japan,Deezer,Pop,111,145,Taylor Swift,Free,Night,66.0,21.86
37,Germany,Spotify,Jazz,83,135,Post Malone,Premium,Afternoon,75.27,60.1
52,Canada,Tidal,Classical,574,465,Dua Lipa,Premium,Night,87.91,21.33
41,USA,Deezer,Rock,136,177,Dua Lipa,Free,Afternoon,42.46,14.61
39,Australia,Deezer,Rock,176,192,BTS,Premium,Night,76.86,35.17
53,UK,Spotify,Jazz,28,371,Post Malone,Premium,Afternoon,62.89,61.42
20,South Korea,Spotify,R&B,382,16,Billie Eilish,Free,Morning,26.8,15.92
41,Canada,YouTube,EDM,265,139,Billie Eilish,Premium,Afternoon,42.53,61.85
